,Package,DownloadRank,Percentile,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,trend,up_down
571,pd.hg.u95c,550/927,59.33,387,330,177,93,168,97,110,196,121,184,218,434,296,194,96,NA,NA,1.99642857142943,Upward
572,pd.mg.u74av2,550/927,59.33,387,347,247,143,189,179,225,245,152,199,229,439,298,191,93,NA,NA,5.24285714285788,Upward
573,pd.moe430b,550/927,59.33,384,322,166,134,180,103,112,192,98,176,200,388,301,183,91,NA,NA,3.57857142857206,Upward
574,pd.mouse430a.2,550/927,59.33,392,374,233,125,211,147,170,230,151,215,251,425,321,193,92,NA,NA,4.6750000000008,Upward
575,pd.mu11ksuba,550/927,59.33,381,341,158,89,157,90,95,173,95,169,179,431,281,174,93,NA,NA,2.8964285714292,Upward
576,pd.porgene.1.0.st,550/927,59.33,392,363,180,143,175,110,103,189,133,172,228,418,277,135,NA,NA,NA,3.09890109890082,Upward
577,pd.porgene.1.1.st,550/927,59.33,392,350,181,102,163,104,110,177,102,166,212,411,299,133,NA,NA,NA,2.22417582417551,Upward
578,pd.rae230a,550/927,59.33,387,322,257,136,158,153,137,176,107,187,220,401,294,182,89,NA,NA,5.20357142857197,Upward
579,pd.rae230b,550/927,59.33,393,321,173,133,180,93,96,156,105,166,220,422,285,180,90,NA,NA,3.48571428571493,Upward
580,pd.s.aureus,550/927,59.33,395,341,195,143,177,89,111,204,104,168,173,396,301,181,88,NA,NA,5.10000000000047,Upward
581,pd.yg.s98,550/927,59.33,381,338,172,136,178,94,108,184,104,168,181,427,305,184,91,NA,NA,3.47142857142924,Upward
582,pd.zebgene.1.1.st,550/927,59.33,376,397,201,95,222,106,115,206,101,155,212,421,295,133,NA,NA,NA,3.82637362637339,Upward
583,pd.zebrafish,550/927,59.33,400,332,165,101,164,100,112,194,101,185,220,410,292,189,90,NA,NA,2.96428571428646,Upward
584,pedbarrayv10.db,550/927,59.33,369,479,129,191,195,86,70,94,100,180,189,454,278,210,187,211,222,2.08088235294095,Upward
585,pedbarrayv9.db,550/927,59.33,362,460,138,181,178,82,81,128,109,179,189,416,288,212,185,210,230,1.61764705882329,Upward
586,BSgenome.Btaurus.UCSC.bosTau6.masked,586/927,63.21,377,533,596,168,209,176,178,179,117,188,238,272,NA,NA,NA,NA,NA,24.5069930069978,Upward
587,BSgenome.Mmulatta.UCSC.rheMac2,586/927,63.21,403,353,272,161,194,103,122,165,135,194,270,546,419,195,NA,NA,NA,-3.05494505494572,Downward
588,BSgenome.Sscrofa.UCSC.susScr11,586/927,63.21,430,467,304,296,321,221,128,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4285714285665,Upward
589,canine.db,586/927,63.21,358,477,169,168,206,111,119,159,139,227,241,480,384,303,280,273,286,-3.59803921568611,Downward
590,hthgu133b.db,586/927,63.21,361,463,161,203,231,167,158,207,180,242,259,491,376,299,296,299,183,-1.24264705882292,Downward
591,hu35ksubb.db,586/927,63.21,369,463,164,196,207,152,147,194,141,216,233,439,327,271,268,268,290,-1.31617647058831,Downward
592,HuExExonProbesetLocationHg18,586/927,63.21,388,294,109,82,131,99,94,124,97,167,250,441,327,268,779,160,NA,-14.6411764705882,Downward
593,mgug4120a.db,586/927,63.21,369,460,124,92,155,95,84,135,116,201,198,453,335,256,257,260,288,-4.06372549019604,Downward
594,moex10sttranscriptcluster.db,586/927,63.21,352,398,177,173,194,157,172,250,186,204,255,244,NA,NA,NA,NA,NA,7.12587412587573,Upward
595,mu11ksuba.db,586/927,63.21,366,456,164,144,192,155,140,178,155,223,225,462,323,257,247,277,285,-2.01470588235295,Downward
596,pd.2006.10.31.rn34.refseq.promoter,586/927,63.21,376,335,190,126,170,105,109,218,123,170,166,432,333,263,241,143,NA,-0.258823529411764,Downward
597,pd.cyngene.1.0.st,586/927,63.21,364,362,182,96,144,96,98,178,121,157,212,368,270,47,NA,NA,NA,5.33406593406541,Upward
598,pd.cyrgene.1.1.st,586/927,63.21,381,335,172,91,144,88,107,193,126,171,208,443,302,137,NA,NA,NA,-0.127472527473018,Downward
599,pd.hg.u95b,586/927,63.21,389,329,164,105,160,104,121,195,112,186,223,423,304,195,95,NA,NA,1.95000000000088,Upward
600,pd.maize,586/927,63.21,381,339,187,136,165,90,119,188,121,169,210,402,308,192,97,NA,NA,3.23571428571496,Upward
601,pd.mg.u74a,586/927,63.21,378,329,206,129,189,96,145,210,102,174,222,432,303,182,86,NA,NA,3.63214285714364,Upward
602,pd.pae.g1a,586/927,63.21,379,336,162,89,153,88,128,181,102,173,162,415,301,185,90,NA,NA,2.71071428571499,Upward
603,pd.plasmodium.anopheles,586/927,63.21,384,332,169,99,150,100,91,167,107,178,203,397,301,172,91,NA,NA,2.95714285714352,Upward
604,pd.poplar,586/927,63.21,390,333,179,142,168,92,88,163,110,166,214,441,310,178,94,NA,NA,3.010714285715,Upward
605,pd.rg.u34c,586/927,63.21,390,320,157,95,153,88,112,188,92,163,168,386,295,176,88,NA,NA,3.3892857142863,Upward
606,pd.rhesus,586/927,63.21,369,378,213,186,207,98,115,198,108,176,219,442,302,182,86,NA,NA,5.36785714285774,Upward
607,porcine.db,586/927,63.21,340,474,157,143,195,133,120,349,327,261,308,502,353,225,188,29,NA,3.41176470588235,Upward
608,raex10sttranscriptcluster.db,586/927,63.21,320,431,125,87,121,83,76,114,114,135,164,206,NA,NA,NA,NA,NA,12.1678321678352,Upward
609,rtu34.db,586/927,63.21,345,464,150,146,164,134,116,160,116,228,211,429,319,209,210,228,248,-0.0245098039216832,Downward
610,BSgenome.Btaurus.UCSC.bosTau9,610/927,65.8,439,367,362,223,262,171,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.0714285714265,Upward
611,BSgenome.Hsapiens.UCSC.hg18.masked,610/927,65.8,350,569,507,289,340,239,247,370,236,342,302,353,NA,NA,NA,NA,NA,12.9090909090935,Upward
612,BSgenome.Mmusculus.UCSC.mm8.masked,610/927,65.8,366,1053,590,161,158,120,138,159,120,161,226,295,NA,NA,NA,NA,NA,39.898601398609,Upward
613,ecoli2.db,610/927,65.8,319,507,156,183,202,124,133,208,140,268,285,511,396,312,261,50,NA,0.433823529411764,Upward
614,MafDb.ExAC.r1.0.GRCh38,610/927,65.8,363,377,126,90,140,88,78,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7261904761842,Upward
615,pd.cotton,610/927,65.8,370,329,202,129,166,94,93,176,119,184,223,407,304,200,101,NA,NA,2.35000000000075,Upward
616,pd.equgene.1.0.st,610/927,65.8,389,327,192,93,148,98,97,185,98,150,207,416,305,132,NA,NA,NA,1.47472527472492,Upward
617,pd.hc.g110,610/927,65.8,370,333,181,142,178,93,103,195,100,178,185,413,301,192,95,NA,NA,3.21071428571495,Upward
618,pd.medicago,610/927,65.8,381,317,182,141,171,88,95,169,100,165,209,436,301,186,89,NA,NA,2.79285714285791,Upward
619,pd.mg.u74b,610/927,65.8,379,320,214,172,209,94,136,201,106,172,219,407,293,181,89,NA,NA,4.903571428572,Upward
620,pd.mg.u74cv2,610/927,65.8,371,351,191,124,180,95,115,194,101,159,221,390,301,181,91,NA,NA,4.03214285714345,Upward
621,pd.mirna.3.0,610/927,65.8,401,324,194,129,237,148,180,281,186,255,331,599,384,73,NA,NA,NA,-3.86813186813353,Downward
622,pd.rcngene.1.1.st,610/927,65.8,371,331,166,87,137,87,99,187,85,149,189,385,259,48,NA,NA,NA,4.75604395604345,Upward
623,rguatlas4k.db,610/927,65.8,341,450,121,90,135,81,74,156,105,182,184,409,299,206,201,224,229,-1.14705882352944,Downward
624,TxDb.Celegans.UCSC.ce11.refGene,610/927,65.8,470,470,341,381,769,906,724,259,138,83,NA,NA,NA,NA,NA,NA,NA,30.6121212121214,Upward
625,xlaevis.db,610/927,65.8,326,483,154,137,176,66,84,153,96,195,203,432,301,215,193,206,51,4.0122549019613,Upward
626,BSgenome.Ptroglodytes.UCSC.panTro3,626/927,67.53,411,319,261,154,190,111,118,169,116,194,249,490,350,56,NA,NA,NA,3.21318681318592,Upward
627,pd.bovgene.1.0.st,626/927,67.53,385,358,222,85,156,94,101,191,115,175,207,413,278,51,NA,NA,NA,5.27692307692251,Upward
628,pd.chicken,626/927,67.53,376,333,200,99,160,99,134,243,119,175,230,458,316,194,100,NA,NA,1.43928571428671,Upward
629,pd.mta.1.0,626/927,67.53,405,413,355,244,324,229,275,320,218,251,128,NA,NA,NA,NA,NA,NA,21.2818181818185,Upward
630,pd.mu11ksubb,626/927,67.53,364,334,187,172,192,91,90,166,98,162,163,391,279,171,89,NA,NA,5.37142857142891,Upward
631,pd.ovigene.1.0.st,626/927,67.53,370,340,176,94,145,99,102,176,87,159,213,387,298,132,NA,NA,NA,1.57362637362605,Upward
632,pd.yeast.2,626/927,67.53,381,325,169,106,209,198,203,275,227,281,184,398,310,185,93,NA,NA,3.10000000000103,Upward
633,XtraSNPlocs.Hsapiens.dbSNP144.GRCh37,626/927,67.53,345,600,981,271,406,214,268,200,119,134,66,NA,NA,NA,NA,NA,NA,55.6818181818198,Upward
634,adme16cod.db,634/927,68.39,392,406,206,223,259,207,201,230,214,323,384,756,774,676,648,614,685,-31.5759803921555,Downward
635,BSgenome.Hsapiens.UCSC.hg17.masked,634/927,68.39,320,369,146,154,174,114,134,165,93,164,233,290,NA,NA,NA,NA,NA,6.08391608391888,Upward
636,BSgenome.Rnorvegicus.UCSC.rn5.masked,634/927,68.39,331,387,340,168,191,110,134,166,132,176,249,263,NA,NA,NA,NA,NA,11.7797202797233,Upward
637,pd.cangene.1.0.st,634/927,68.39,364,358,212,90,143,90,111,185,109,151,209,375,285,53,NA,NA,NA,5.21978021977971,Upward
638,pd.equgene.1.1.st,634/927,68.39,362,373,197,79,132,101,117,215,98,160,217,395,300,140,NA,NA,NA,1.56483516483485,Upward
639,pd.mg.u74c,634/927,68.39,362,306,205,136,170,87,110,183,105,172,212,376,273,180,89,NA,NA,3.84285714285771,Upward
640,pd.mirna.1.0,634/927,68.39,377,324,203,147,218,116,132,218,144,201,192,458,304,190,93,NA,NA,3.35357142857227,Upward
641,pd.rhegene.1.0.st,634/927,68.39,391,539,174,82,148,97,125,258,111,159,197,371,277,48,NA,NA,NA,9.96263736263711,Upward
642,pd.rhegene.1.1.st,634/927,68.39,378,353,192,93,144,92,123,221,102,152,203,396,300,128,NA,NA,NA,2.3274725274722,Upward
643,Roberts2005Annotation.db,634/927,68.39,344,444,128,138,148,74,96,137,90,184,189,387,302,219,210,230,231,-0.693627450980453,Downward
644,BSgenome.Sscrofa.UCSC.susScr3,644/927,69.47,394,310,248,109,191,125,151,204,159,199,251,294,NA,NA,NA,NA,NA,5.80069930070171,Upward
645,FDb.UCSC.snp137common.hg19,644/927,69.47,491,334,147,104,157,108,123,190,155,230,323,419,260,NA,NA,NA,NA,-1.09340659340657,Downward
646,pd.cyrgene.1.0.st,644/927,69.47,375,352,207,79,152,89,112,181,99,156,202,361,285,50,NA,NA,NA,5.70549450549403,Upward
647,pd.mirna.2.0,644/927,69.47,398,329,203,126,179,135,117,189,150,198,246,398,281,54,NA,NA,NA,4.81978021977955,Upward
648,pd.ragene.2.1.st,644/927,69.47,374,342,178,99,153,95,109,179,119,187,210,374,179,NA,NA,NA,NA,3.30769230769236,Upward
649,pd.zebgene.1.0.st,644/927,69.47,374,311,182,98,144,93,110,223,107,183,210,407,295,50,NA,NA,NA,2.70109890109812,Upward
650,phastCons7way.UCSC.hg38,644/927,69.47,316,605,294,151,178,100,100,159,101,124,86,NA,NA,NA,NA,NA,NA,33.7727272727285,Upward
651,ri16cod.db,644/927,69.47,353,408,135,145,182,77,71,134,98,182,192,408,315,206,193,212,235,-0.372549019607958,Downward
652,h10kcod.db,652/927,70.33,357,394,141,122,175,156,117,152,139,213,201,453,336,264,257,257,287,-4.0465686274509,Downward
653,human1mduov3bCrlmm,652/927,70.33,329,305,144,117,137,87,107,149,103,161,164,364,288,237,243,145,NA,-1.59705882352941,Downward
654,human650v3aCrlmm,652/927,70.33,364,290,136,70,127,84,100,155,90,153,155,351,275,213,223,131,NA,-0.504411764705883,Downward
655,human660quadv1aCrlmm,652/927,70.33,335,254,108,67,116,81,88,117,92,167,160,347,269,215,237,142,NA,-3.09264705882353,Downward
656,MafDb.gnomADex.r2.1.hs37d5,652/927,70.33,346,568,974,282,393,209,123,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4047619047553,Upward
657,pd.felgene.1.0.st,652/927,70.33,357,323,178,83,146,86,103,203,108,160,192,390,250,51,NA,NA,NA,4.11868131868075,Upward
658,pd.mirna.3.1,652/927,70.33,358,301,193,145,184,89,112,182,130,157,138,363,216,NA,NA,NA,NA,4.07142857142871,Upward
659,BSgenome.Btaurus.UCSC.bosTau8,659/927,71.09,368,298,222,187,247,135,211,263,167,196,120,NA,NA,NA,NA,NA,NA,15.427272727273,Upward
660,BSgenome.Mmulatta.UCSC.rheMac3,659/927,71.09,343,339,260,153,189,109,131,154,107,193,249,455,46,NA,NA,NA,NA,6.84065934065917,Upward
661,EPICv2manifest,659/927,71.09,396,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99999999999863,Upward
662,excluderanges,659/927,71.09,443,783,795,259,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.200000000006,Upward
663,h20kcod.db,659/927,71.09,367,366,189,184,225,152,149,208,145,227,234,486,336,272,262,258,283,-2.65931372549011,Downward
664,human550v3bCrlmm,659/927,71.09,336,241,113,80,115,87,108,139,86,153,155,335,275,221,229,140,NA,-2.66029411764706,Downward
665,MafDb.1Kgenomes.phase3.GRCh38,659/927,71.09,403,518,438,313,240,144,104,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8452380952308,Upward
666,pd.cyngene.1.1.st,659/927,71.09,371,320,204,83,147,89,128,178,109,164,204,406,270,52,NA,NA,NA,4.03736263736202,Upward
667,pd.rjpgene.1.1.st,659/927,71.09,359,299,170,91,139,86,84,151,98,151,189,346,255,47,NA,NA,NA,4.63076923076876,Upward
668,ygs98cdf,659/927,71.09,368,357,153,182,202,205,199,298,212,285,307,595,442,357,344,380,483,-13.3210784313723,Downward
669,BSgenome.Btaurus.UCSC.bosTau3.masked,669/927,72.17,335,294,137,147,172,106,125,155,103,179,242,285,NA,NA,NA,NA,NA,3.41258741258972,Upward
670,EnsDb.Rnorvegicus.v75,669/927,72.17,297,339,130,95,159,93,114,126,80,109,77,NA,NA,NA,NA,NA,NA,19.572727272728,Upward
671,humanomni25quadv1bCrlmm,669/927,72.17,400,211,122,120,136,89,97,137,99,162,179,379,243,35,NA,NA,NA,3.22417582417517,Upward
672,mi16cod.db,669/927,72.17,369,356,122,85,159,86,83,133,103,182,193,434,313,239,227,230,246,-3.58578431372537,Downward
673,r10kcod.db,669/927,72.17,330,393,141,129,168,82,71,144,101,176,203,455,313,207,203,222,255,-2.35294117647062,Downward
674,SomaScan.db,669/927,72.17,430,355,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.000000000017,Upward
675,test3cdf,669/927,72.17,363,376,114,116,162,126,127,212,150,230,252,476,396,300,287,310,414,-10.1911764705882,Downward
676,TxDb.Drerio.UCSC.danRer11.refGene,669/927,72.17,456,372,272,217,244,159,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9999999999973,Upward
677,yeast2cdf,669/927,72.17,355,377,166,190,308,307,290,474,349,489,527,842,756,563,573,495,583,-26.5759803921552,Downward
678,agcdf,678/927,73.14,376,342,157,182,210,167,189,275,183,302,350,703,679,627,643,628,732,-33.8823529411753,Downward
679,BSgenome.Cfamiliaris.UCSC.canFam3.masked,678/927,73.14,338,274,151,130,171,101,116,158,112,177,223,290,NA,NA,NA,NA,NA,3.21328671328912,Upward
680,BSgenome.Mmulatta.UCSC.rheMac2.masked,678/927,73.14,352,280,142,148,169,96,109,155,92,151,213,272,NA,NA,NA,NA,NA,6.04545454545728,Upward
681,hi16cod.db,678/927,73.14,361,347,151,133,180,91,80,118,96,186,208,426,311,261,246,249,278,-4.19852941176466,Downward
682,hs25kresogen.db,678/927,73.14,362,357,153,189,181,86,105,146,97,179,202,441,317,253,241,245,273,-2.91176470588236,Downward
683,hu6800cdf,678/927,73.14,374,365,163,198,237,224,256,430,362,404,459,765,741,651,906,1490,2303,-83.4534313725511,Downward
684,human370quadv3cCrlmm,678/927,73.14,331,279,122,66,108,81,90,132,98,160,153,370,272,226,228,137,NA,-2.63970588235294,Downward
685,m10kcod.db,678/927,73.14,354,369,122,97,138,95,110,158,120,185,202,464,310,228,222,225,254,-3.56127450980382,Downward
686,MafDb.ExAC.r1.0.hs37d5,678/927,73.14,347,522,951,422,439,206,186,125,69,NA,NA,NA,NA,NA,NA,NA,NA,67.4833333333333,Upward
687,mirna10cdf,678/927,73.14,340,449,204,158,236,185,194,315,194,316,326,591,455,358,413,371,69,-4.65441176470411,Downward
688,rgu34acdf,678/927,73.14,345,366,159,208,248,208,258,430,325,395,329,567,439,368,384,430,501,-14.2009803921564,Downward
689,BSgenome.Mmulatta.UCSC.rheMac3.masked,689/927,74.33,359,279,136,152,166,103,111,170,101,178,214,263,NA,NA,NA,NA,NA,5.53146853147093,Upward
690,BSgenome.Sscrofa.UCSC.susScr3.masked,689/927,74.33,351,279,123,140,180,100,106,166,98,149,213,245,NA,NA,NA,NA,NA,6.37762237762474,Upward
691,bsubtilisprobe,689/927,74.33,344,370,130,198,184,98,108,138,99,210,226,480,354,286,263,278,306,-5.94117647058807,Downward
692,ecoli2cdf,689/927,74.33,339,353,134,162,179,141,146,300,152,256,282,558,436,407,388,414,390,-14.9289215686266,Downward
693,hcg110probe,689/927,74.33,367,328,114,138,153,86,86,121,116,187,222,428,314,259,269,264,305,-6.37009803921559,Downward
694,hgu133a2frmavecs,689/927,74.33,399,228,142,143,179,139,175,212,175,255,230,414,100,NA,NA,NA,NA,0.609890109889876,Upward
695,human1mv1cCrlmm,689/927,74.33,334,277,129,70,122,87,95,127,106,157,157,384,284,228,228,142,NA,-2.71617647058823,Downward
696,humanomni1quadv1bCrlmm,689/927,74.33,336,250,127,69,116,86,93,107,94,192,159,351,278,235,234,151,NA,-3.5,Downward
697,rtu34probe,689/927,74.33,355,338,117,136,137,82,69,129,95,190,202,443,296,196,191,216,249,-2.66666666666669,Downward
698,TxDb.Rnorvegicus.UCSC.rn7.refGene,689/927,74.33,350,1155,522,135,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.200000000015,Upward
699,BSgenome.Ggallus.UCSC.galGal3.masked,699/927,75.4,328,247,147,155,168,101,120,152,106,164,186,268,NA,NA,NA,NA,NA,4.76923076923324,Upward
700,BSgenome.Ptroglodytes.UCSC.panTro2.masked,699/927,75.4,330,260,120,89,152,92,96,136,88,149,199,251,NA,NA,NA,NA,NA,4.41958041958279,Upward
701,clariomsmousetranscriptcluster.db,699/927,75.4,394,315,247,262,383,212,218,253,151,19,NA,NA,NA,NA,NA,NA,NA,29.0666666666666,Upward
702,hcg110cdf,699/927,75.4,344,329,126,134,161,114,112,205,119,201,240,462,338,296,312,307,322,-8.82352941176435,Downward
703,hivprtplus2cdf,699/927,75.4,355,325,114,146,159,112,120,222,99,181,204,401,308,258,271,266,295,-5.38970588235285,Downward
704,humanomniexpress12v1bCrlmm,699/927,75.4,313,280,106,69,104,85,106,149,111,174,162,383,289,225,212,36,NA,-1.10882352941176,Downward
705,m20kcod.db,699/927,75.4,347,339,131,94,166,95,87,167,98,196,197,439,317,234,220,233,265,-4.21813725490187,Downward
706,mu11ksubbcdf,699/927,75.4,354,324,110,82,140,112,111,227,135,204,219,460,346,273,270,291,293,-7.98284313725452,Downward
707,mu6500subbcdf,699/927,75.4,341,338,115,130,148,102,109,230,118,185,215,395,293,226,234,249,264,-3.87499999999992,Downward
708,rnu34cdf,699/927,75.4,340,336,134,174,159,105,93,200,111,199,208,425,309,234,230,246,266,-3.53676470588228,Downward
709,TxDb.Btaurus.UCSC.bosTau9.refGene,699/927,75.4,391,274,222,220,239,104,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0357142857124,Upward
710,TxDb.Ggallus.UCSC.galGal5.refGene,699/927,75.4,312,442,268,199,221,148,188,151,76,NA,NA,NA,NA,NA,NA,NA,NA,33.8,Upward
711,BSgenome.Rnorvegicus.UCSC.rn4.masked,711/927,76.7,327,294,128,98,145,105,97,137,99,138,204,268,NA,NA,NA,NA,NA,4.95104895105161,Upward
712,hu35ksubbcdf,711/927,76.7,350,315,139,190,190,119,120,259,111,201,223,445,316,260,275,256,293,-4.72303921568615,Downward
713,hu35ksubccdf,711/927,76.7,339,320,124,134,162,117,113,223,98,195,206,413,305,260,272,265,291,-5.80147058823514,Downward
714,hu35ksubdcdf,711/927,76.7,335,328,127,151,162,116,132,241,118,196,214,434,329,262,271,259,289,-5.65931372549,Downward
715,huex.1.0.st.v2frmavecs,711/927,76.7,308,298,160,91,159,122,143,169,156,197,204,425,336,77,NA,NA,NA,-1.99780219780323,Downward
716,paeg1acdf,711/927,76.7,344,325,113,104,134,124,136,252,157,394,264,474,388,301,312,298,333,-10.7009803921563,Downward
717,pd.elegene.1.0.st,711/927,76.7,326,285,186,88,143,106,119,214,89,137,162,26,NA,NA,NA,NA,NA,15.8006993007,Upward
718,rgu34ccdf,711/927,76.7,334,314,122,133,160,109,105,230,110,216,243,428,324,252,257,288,300,-6.92647058823506,Downward
719,rtu34cdf,711/927,76.7,320,330,119,136,148,97,91,214,117,190,210,431,302,222,225,250,276,-4.86764705882342,Downward
720,saureuscdf,711/927,76.7,337,331,126,134,155,105,122,241,103,197,223,418,303,225,222,249,266,-3.86764705882343,Downward
721,tomatocdf,711/927,76.7,350,307,115,145,169,118,123,276,136,223,255,434,350,290,309,277,368,-9.08333333333317,Downward
722,TxDb.Mmulatta.UCSC.rheMac10.refGene,711/927,76.7,322,1125,384,159,179,94,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.285714285708,Upward
723,TxDb.Sscrofa.UCSC.susScr11.refGene,711/927,76.7,352,304,208,225,236,165,115,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6547619047583,Upward
724,ye6100subdcdf,711/927,76.7,323,353,109,133,155,94,95,232,93,195,202,408,286,202,212,213,251,-2.57352941176471,Downward
725,BSgenome.Amellifera.UCSC.apiMel2.masked,725/927,78.21,327,256,146,150,176,105,132,168,125,195,208,294,NA,NA,NA,NA,NA,2.0069930069952,Upward
726,BSgenome.Btaurus.UCSC.bosTau4.masked,725/927,78.21,316,264,143,150,175,107,119,156,113,195,234,289,NA,NA,NA,NA,NA,1.51398601398805,Upward
727,BSgenome.Gaculeatus.UCSC.gasAcu1.masked,725/927,78.21,323,238,137,133,181,104,107,145,91,178,195,276,NA,NA,NA,NA,NA,3.25874125874362,Upward
728,BSgenome.Ggallus.UCSC.galGal6,725/927,78.21,378,385,300,239,262,182,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.92857142857,Upward
729,BSgenome.Tguttata.UCSC.taeGut1,725/927,78.21,320,263,228,106,166,96,100,161,101,167,216,253,NA,NA,NA,NA,NA,5.6748251748275,Upward
730,ecoliasv2cdf,725/927,78.21,319,339,100,124,169,136,119,224,129,224,249,501,375,310,327,342,422,-13.0294117647056,Downward
731,gp53cdf,725/927,78.21,342,326,112,146,157,107,124,218,99,184,204,412,330,260,268,277,298,-6.2352941176469,Downward
732,hthgu133afrmavecs,725/927,78.21,355,211,146,141,171,126,201,230,123,232,229,468,254,NA,NA,NA,NA,-7.09890109890122,Downward
733,hu6800subdcdf,725/927,78.21,347,321,124,138,144,111,128,254,113,206,199,409,323,265,294,274,300,-6.50490196078411,Downward
734,mirna20cdf,725/927,78.21,340,345,157,183,229,198,213,457,472,467,452,788,594,438,244,NA,NA,-21.2749999999956,Downward
735,mm24kresogen.db,725/927,78.21,339,295,134,171,181,91,93,147,123,190,198,452,320,228,220,230,250,-3.74019607843123,Downward
736,mu11ksubacdf,725/927,78.21,339,326,109,91,131,115,104,215,135,207,245,447,345,277,278,290,314,-8.86764705882318,Downward
737,mu19ksubbcdf,725/927,78.21,346,299,101,122,150,101,99,212,113,197,218,417,317,253,258,267,273,-6.44117647058794,Downward
738,mu6500subdcdf,725/927,78.21,334,304,127,175,174,103,113,233,119,192,200,423,304,223,231,245,266,-3.72549019607834,Downward
739,nugomm1a520177.db,725/927,78.21,308,347,132,126,177,75,89,127,118,205,223,474,346,248,226,229,64,-1.50735294117552,Downward
740,pd.chogene.2.0.st,725/927,78.21,290,286,176,74,138,94,105,212,89,136,157,31,NA,NA,NA,NA,NA,13.9230769230775,Upward
741,pd.elegene.1.1.st,725/927,78.21,310,262,174,77,135,98,123,233,90,128,160,27,NA,NA,NA,NA,NA,13.8776223776229,Upward
742,pd.fingene.1.0.st,725/927,78.21,301,296,205,124,160,99,109,188,84,120,152,25,NA,NA,NA,NA,NA,17.5979020979032,Upward
743,pd.nugo.mm1a520177,725/927,78.21,320,242,172,128,177,89,103,179,85,142,165,234,NA,NA,NA,NA,NA,7.14685314685564,Upward
744,rgu34bcdf,725/927,78.21,333,321,112,130,156,103,94,222,117,205,228,433,325,254,261,288,299,-7.17647058823504,Downward
745,rnu34probe,725/927,78.21,335,315,117,134,140,82,74,116,90,191,199,514,293,199,196,218,241,-3.92401960784299,Downward
746,test1cdf,725/927,78.21,333,308,119,129,151,97,93,209,103,173,176,373,293,209,204,224,244,-2.78431372549018,Downward
747,test2cdf,725/927,78.21,330,315,108,129,148,93,94,209,92,186,197,425,280,206,207,226,232,-3.1348039215685,Downward
748,test3probe,725/927,78.21,343,329,106,132,154,84,80,160,136,188,203,399,279,206,202,214,296,-3.63725490196096,Downward
749,TxDb.Scerevisiae.UCSC.sacCer2.sgdGene,725/927,78.21,389,333,110,86,143,92,103,192,170,198,283,547,356,349,27,NA,NA,-4.7678571428544,Downward
750,ye6100subacdf,725/927,78.21,313,326,100,134,145,99,99,216,96,187,195,423,267,200,214,217,250,-3.35784313725486,Downward
751,ye6100subccdf,725/927,78.21,334,330,114,125,151,96,103,226,102,179,188,381,294,199,215,217,256,-2.72303921568631,Downward
752,BSgenome.Cfamiliaris.UCSC.canFam2.masked,752/927,81.12,319,255,139,146,192,106,110,157,99,183,224,274,NA,NA,NA,NA,NA,2.80419580419792,Upward
753,BSgenome.Drerio.UCSC.danRer5.masked,752/927,81.12,325,254,123,140,168,103,112,158,112,176,226,281,NA,NA,NA,NA,NA,1.83916083916292,Upward
754,BSgenome.Drerio.UCSC.danRer6.masked,752/927,81.12,321,235,135,105,159,110,118,150,111,187,226,277,NA,NA,NA,NA,NA,0.664335664337514,Upward
755,BSgenome.Drerio.UCSC.danRer7.masked,752/927,81.12,309,250,140,107,161,118,126,181,116,180,223,264,NA,NA,NA,NA,NA,1.20629370629538,Upward
756,BSgenome.Ggallus.UCSC.galGal4.masked,752/927,81.12,324,248,131,103,147,105,136,160,106,181,185,273,NA,NA,NA,NA,NA,2.42307692307909,Upward
757,BSgenome.Mfuro.UCSC.musFur1,752/927,81.12,324,277,131,105,155,108,123,163,102,147,198,45,NA,NA,NA,NA,NA,12.7412587412592,Upward
758,cyp450cdf,752/927,81.12,333,302,102,104,144,113,113,232,103,191,217,449,325,277,263,282,290,-7.95588235294081,Downward
759,hu35ksubacdf,752/927,81.12,355,297,109,100,139,117,120,233,126,198,214,421,317,266,274,268,298,-7.20098039215661,Downward
760,hu6800subbcdf,752/927,81.12,343,304,104,90,134,110,120,223,113,193,203,389,313,268,291,267,301,-7.61274509803897,Downward
